think_time,sync_duration,async_duration
1,10.225145101547241,7.39254903793335
2,9.90151572227478,7.089821815490723
3,9.81502389907837,7.202920198440552
4,10.030685186386108,7.249936103820801
5,10.09089708328247,7.021937847137451
6,10.344013690948486,7.231912136077881
7,10.397809505462646,7.183314323425293
8,10.467348575592041,7.316500902175903
9,11.151788234710693,7.444410085678101
10,10.704058408737183,6.986398220062256
11,11.00981855392456,7.506414413452148
12,10.946338415145874,7.50162148475647
13,11.269257068634033,7.181853532791138
14,11.134814500808716,7.475143194198608
15,11.23916506767273,7.352229118347168
16,11.438968658447266,7.252471923828125
24,11.94143295288086,7.194449186325073
32,13.150766611099243,7.083955764770508
40,13.71219778060913,7.527522087097168
48,14.512933015823364,7.2870378494262695
56,15.27874207496643,7.4316911697387695
64,16.237534284591675,7.169198513031006
72,17.012253522872925,7.629978656768799
80,17.54197120666504,8.157091856002808
88,18.583823204040527,9.000704526901245
96,19.415931224822998,9.844526052474976
104,20.16681456565857,10.723020076751709
112,20.655683040618896,11.51578426361084
120,21.41278624534607,12.405287265777588
128,22.353692770004272,13.096595287322998
0,9.322108030319214,6.850812673568726
1,9.989691019058228,7.17417049407959
2,9.89112114906311,7.532341003417969
3,10.007681608200073,7.310272455215454
4,10.207348108291626,7.321492910385132
5,10.205077886581421,7.227191925048828
6,10.161154508590698,7.324118614196777
7,10.642363548278809,7.079677104949951
8,10.397731304168701,7.21100115776062
9,10.43348479270935,7.1817286014556885
10,10.660446405410767,7.0318217277526855
11,10.893626928329468,7.147137880325317
12,10.560919284820557,6.8315958976745605
13,11.1524498462677,6.710183143615723
14,11.254080295562744,7.403656721115112
15,11.183305263519287,7.327610015869141
16,11.18308424949646,6.906258583068848
